,addedOn,userId,amount,merchantId,vaultAction,vaultType
40,9/2/2014 0:46,23116007142345,50,1031nan2331,rewardcashback,1
41,9/4/2014 21:35,23116007142345,50,1031nan2331,rewardcashback,1
42,9/10/2014 17:05,23116007142345,50,1031nan2331,rewardcashback,1
43,9/10/2014 21:40,23116007142345,50,1031nan2331,rewardcashback,1
44,9/11/2014 19:05,23116007142345,200,10314761829,usecashback,1
45,9/16/2014 18:38,23116007142345,50,1031nan2331,rewardcashback,1
46,9/16/2014 18:40,23116007142345,50,1031nan2331,rewardcashback,1
47,9/19/2014 17:56,23116007142345,8.55,10314761841,usecashback,1
48,9/19/2014 18:37,23116007142345,144,10314761837,usecashback,1
49,9/24/2014 21:30,23116007142345,50,1031nan2331,rewardcashback,1
50,9/25/2014 22:10,23116007142345,50,1031nan2331,rewardcashback,1
51,10/1/2014 16:30,23116007142345,247.45,10314761829,usecashback,1
52,10/5/2014 0:18,23116007142345,50,1031nan2331,rewardcashback,1
53,10/9/2014 21:28,23116007142345,50,10314761811,usecashback,1
54,10/12/2014 20:42,23116007142345,50,1031nan2331,rewardcashback,1
55,10/14/2014 19:12,23116007142345,50,1031nan2331,rewardcashback,1
56,10/15/2014 23:12,23116007142345,50,1031nan2331,rewardcashback,1
57,10/16/2014 11:36,23116007142345,50,1031nan2331,rewardcashback,1
58,10/18/2014 10:34,23116007142345,50,1031nan2331,rewardcashback,1
59,10/18/2014 11:04,23116007142345,50,1031nan2331,rewardcashback,1
60,10/18/2014 18:52,23116007142345,50,1031nan2331,rewardcashback,1
61,10/18/2014 18:53,23116007142345,50,1031nan2331,rewardcashback,1
62,10/23/2014 22:08,23116007142345,50,1031nan2331,rewardcashback,1
63,11/1/2014 20:48,23116007142345,50,1031nan2331,rewardcashback,1
64,11/1/2014 20:48,23116007142345,50,1031nan2331,rewardcashback,1
65,11/1/2014 21:00,23116007142345,50,1031nan2331,rewardcashback,1
66,11/4/2014 18:15,23116007142345,50,1031nan2331,rewardcashback,1
67,11/10/2014 7:09,23116007142345,139.65,10314761811,usecashback,1
68,11/10/2014 13:23,23116007142345,50,1031nan2331,rewardcashback,1
69,11/15/2014 21:36,23116007142345,50,1031nan2331,rewardcashback,1
70,11/15/2014 21:36,23116007142345,50,1031nan2331,rewardcashback,1
71,11/18/2014 18:56,23116007142345,50,1031nan2331,rewardcashback,1
72,11/21/2014 0:08,23116007142345,50,1031nan2331,rewardcashback,1
73,11/21/2014 0:20,23116007142345,50,1031nan2331,rewardcashback,1
74,11/26/2014 1:58,23116007142345,50,1031nan2331,rewardcashback,1
75,11/26/2014 2:10,23116007142345,50,1031nan2331,rewardcashback,1
76,11/28/2014 23:50,23116007142345,50,1031nan2331,rewardcashback,1
77,11/29/2014 0:02,23116007142345,50,1031nan2331,rewardcashback,1
78,11/30/2014 23:26,23116007142345,50,1031nan2331,rewardcashback,1
79,11/30/2014 23:38,23116007142345,50,1031nan2331,rewardcashback,1
80,12/1/2014 0:02,23116007142345,50,1031nan2331,rewardcashback,1
81,12/10/2014 21:01,23116007142345,50,1031nan2331,rewardcashback,1
82,12/10/2014 21:17,23116007142345,50,1031nan2331,rewardcashback,1
83,12/11/2014 0:57,23116007142345,1260.35,10314939860,usecashback,1
84,12/20/2014 16:33,23116007142345,50,1031nan2331,rewardcashback,1
85,12/24/2014 10:29,23116007142345,50,1031nan2331,rewardcashback,1
86,12/24/2014 10:44,23116007142345,50,1031nan2331,rewardcashback,1
87,12/24/2014 14:52,23116007142345,50,1031nan2331,rewardcashback,1
88,12/24/2014 15:07,23116007142345,50,1031nan2331,rewardcashback,1
89,12/30/2014 22:51,23116007142345,50,1031nan2331,rewardcashback,1
90,1/7/2015 19:22,23116007142345,50,1031nan2331,rewardcashback,1
91,1/7/2015 19:33,23116007142345,50,1031nan2331,rewardcashback,1
92,1/7/2015 21:18,23116007142345,50,1031nan2331,rewardcashback,1
93,1/7/2015 21:30,23116007142345,50,1031nan2331,rewardcashback,1
94,1/8/2015 14:48,23116007142345,50,1031nan2331,rewardcashback,1
95,1/8/2015 14:59,23116007142345,50,1031nan2331,rewardcashback,1
96,1/8/2015 15:10,23116007142345,50,1031nan2331,rewardcashback,1
97,1/10/2015 1:02,23116007142345,494.95,10314761811,usecashback,1
98,1/12/2015 2:17,23116007142345,50,1031nan2331,rewardcashback,1
99,1/18/2015 21:07,23116007142345,50,1031nan2331,rewardcashback,1
100,1/18/2015 21:24,23116007142345,50,1031nan2331,rewardcashback,1
101,1/21/2015 23:50,23116007142345,50,1031nan2331,rewardcashback,1
102,1/23/2015 18:22,23116007142345,50,1031nan2331,rewardcashback,1
103,1/31/2015 1:29,23116007142345,50,1031nan2331,rewardcashback,1
104,2/15/2015 15:27,23116007142345,455.05,10315032936,usecashback,1
105,2/15/2015 15:30,23116007142345,455.05,10315032936,usecashback,1
106,2/19/2015 12:24,23116007142345,50,1031nan2331,rewardcashback,1
107,2/19/2015 12:28,23116007142345,50,1031nan2331,rewardcashback,1
108,2/20/2015 20:03,23116007142345,50,1031nan2331,rewardcashback,1
109,11/26/2014 18:22,23116007182345,20,1031nan2331,rewardcashback,1
110,11/26/2014 18:22,23116007262345,20,1031nan2331,rewardcashback,1
111,11/26/2014 15:37,23116007302345,20,1031nan2331,rewardcashback,1
112,12/1/2014 17:31,23116007302345,20,10314896360,usecashback,1
113,11/26/2014 18:22,23116007342345,20,1031nan2331,rewardcashback,1
114,11/26/2014 18:23,23116007442345,20,1031nan2331,rewardcashback,1
115,11/26/2014 18:23,23116007482345,20,1031nan2331,rewardcashback,1
116,12/21/2014 16:57,23116007482345,20,10314896360,usecashback,1
117,11/26/2014 18:23,23116007542345,20,1031nan2331,rewardcashback,1
118,11/26/2014 18:23,23116007562345,20,1031nan2331,rewardcashback,1
119,11/26/2014 18:23,23116007622345,20,1031nan2331,rewardcashback,1
120,1/14/2015 21:44,23116007622345,20,10314761837,usecashback,1
121,11/26/2014 17:45,23116007722345,20,1031nan2331,rewardcashback,1
122,11/26/2014 18:23,23116007802345,20,1031nan2331,rewardcashback,1
123,1/26/2015 23:47,23116007802345,20,10314761837,usecashback,1
124,11/26/2014 18:23,23116007862345,20,1031nan2331,rewardcashback,1
125,11/26/2014 18:58,23116007882345,20,1031nan2331,rewardcashback,1
126,11/26/2014 19:51,23116007882345,20,1031nan2331,rewardcashback,1
127,11/26/2014 18:23,23116007902345,20,1031nan2331,rewardcashback,1
128,11/26/2014 18:23,23116007922345,20,1031nan2331,rewardcashback,1
129,11/26/2014 18:23,23116008002345,20,1031nan2331,rewardcashback,1
130,11/26/2014 18:23,23116008022345,20,1031nan2331,rewardcashback,1
131,11/26/2014 18:23,23116008082345,20,1031nan2331,rewardcashback,1
132,11/27/2014 23:17,23116008082345,11.52,10314761829,usecashback,1
133,11/30/2014 0:08,23116008082345,8.48,10314761829,usecashback,1
134,11/26/2014 18:23,23116008102345,20,1031nan2331,rewardcashback,1
135,11/26/2014 18:23,23116008182345,20,1031nan2331,rewardcashback,1
136,12/20/2014 14:23,23116008182345,20,10314919306,usecashback,1
137,11/26/2014 18:23,23116008402345,20,1031nan2331,rewardcashback,1
138,11/26/2014 18:23,23116008522345,20,1031nan2331,rewardcashback,1
139,11/26/2014 18:30,23116008562345,20,1031nan2331,rewardcashback,1
140,11/26/2014 18:23,23116008582345,20,1031nan2331,rewardcashback,1
141,11/26/2014 18:23,23116008642345,20,1031nan2331,rewardcashback,1
142,11/26/2014 19:13,23116008682345,20,1031nan2331,rewardcashback,1
143,12/21/2014 10:33,23116008682345,20,10314761891,usecashback,1
144,11/26/2014 18:23,23116008782345,20,1031nan2331,rewardcashback,1
145,12/12/2014 13:55,23116008782345,20,10314761857,usecashback,1
146,11/26/2014 18:23,23116008802345,20,1031nan2331,rewardcashback,1
147,11/26/2014 19:18,23116008842345,20,1031nan2331,rewardcashback,1
148,1/13/2015 21:10,23116008842345,20,10314919306,usecashback,1
149,11/26/2014 18:23,23116008962345,20,1031nan2331,rewardcashback,1
150,11/26/2014 18:23,23116009002345,20,1031nan2331,rewardcashback,1
151,11/26/2014 19:33,23116009102345,20,1031nan2331,rewardcashback,1
152,1/28/2015 13:09,23116009102345,20,10314761891,usecashback,1
153,1/29/2015 19:32,23116009102345,20,10314761891,refundcashback,1
154,2/3/2015 19:29,23116009102345,50,1031nan2331,rewardcashback,1
155,2/13/2015 14:36,23116009102345,70,10314761891,usecashback,1
156,11/26/2014 18:23,23116009182345,20,1031nan2331,rewardcashback,1
157,1/26/2015 19:27,23116009182345,20,10314896360,usecashback,1
158,11/26/2014 18:23,23116009262345,20,1031nan2331,rewardcashback,1
159,11/26/2014 18:23,23116009302345,20,1031nan2331,rewardcashback,1
160,11/26/2014 20:08,23116009382345,20,1031nan2331,rewardcashback,1
161,2/24/2015 15:48,23116009382345,20,10314761837,usecashback,1
162,2/25/2015 2:43,23116009382345,20,10314761837,usecashback,1
163,2/25/2015 3:05,23116009382345,20,10314761837,usecashback,1
164,11/26/2014 20:06,23116009642345,20,1031nan2331,rewardcashback,1
165,12/12/2014 7:12,23116009642345,20,10314896360,usecashback,1
166,1/11/2015 23:33,23116009642345,20,10314896360,refundcashback,1
167,2/22/2015 23:01,23116009642345,20,10314761773,usecashback,1
168,11/26/2014 18:23,23116009722345,20,1031nan2331,rewardcashback,1
169,11/26/2014 17:12,23116009802345,20,1031nan2331,rewardcashback,1
170,1/17/2015 22:42,23116009802345,20,10314761829,usecashback,1
171,1/18/2015 23:00,23116009802345,20,10314761837,usecashback,1
172,1/31/2015 3:22,23116009802345,20,10314761837,usecashback,1
173,3/18/2015 8:05,23116009922345,1,10314824738,givecashback,1
174,3/18/2015 8:05,23116009922345,1,10314824738,givecashback,1
175,11/26/2014 18:23,23116010062345,20,1031nan2331,rewardcashback,1
176,11/26/2014 18:23,23116010102345,20,1031nan2331,rewardcashback,1
177,11/26/2014 18:23,23116010242345,20,1031nan2331,rewardcashback,1
178,11/26/2014 18:23,23116010262345,20,1031nan2331,rewardcashback,1
179,2/23/2015 21:54,23116010262345,20,10314761837,usecashback,1
180,11/26/2014 18:23,23116010282345,20,1031nan2331,rewardcashback,1
181,12/10/2014 21:48,23116010282345,20,10314919306,usecashback,1
182,11/26/2014 18:23,23116010442345,20,1031nan2331,rewardcashback,1
183,11/26/2014 19:34,23116010502345,20,1031nan2331,rewardcashback,1
184,11/26/2014 18:48,23116010682345,20,1031nan2331,rewardcashback,1
185,11/26/2014 18:24,23116010762345,20,1031nan2331,rewardcashback,1
186,11/26/2014 18:24,23116010782345,20,1031nan2331,rewardcashback,1
187,11/26/2014 18:24,23116010902345,20,1031nan2331,rewardcashback,1
188,11/26/2014 18:24,23116010922345,20,1031nan2331,rewardcashback,1
189,11/26/2014 18:24,23116011002345,20,1031nan2331,rewardcashback,1
190,11/26/2014 18:24,23116011082345,20,1031nan2331,rewardcashback,1
191,11/26/2014 18:24,23116011102345,20,1031nan2331,rewardcashback,1
192,11/26/2014 20:35,23116011122345,20,1031nan2331,rewardcashback,1
193,11/26/2014 18:24,23116011202345,20,1031nan2331,rewardcashback,1
194,11/26/2014 19:27,23116011242345,20,1031nan2331,rewardcashback,1
195,11/26/2014 18:24,23116011262345,20,1031nan2331,rewardcashback,1
196,11/26/2014 18:24,23116011282345,20,1031nan2331,rewardcashback,1
197,11/26/2014 18:24,23116011302345,20,1031nan2331,rewardcashback,1
198,11/26/2014 18:24,23116011362345,20,1031nan2331,rewardcashback,1
199,11/26/2014 18:24,23116011442345,20,1031nan2331,rewardcashback,1
200,11/26/2014 18:24,23116011542345,20,1031nan2331,rewardcashback,1
201,11/26/2014 18:24,23116011562345,20,1031nan2331,rewardcashback,1
202,2/24/2015 16:06,23116011562345,20,10314761837,usecashback,1
203,2/25/2015 17:02,23116011562345,20,10314761837,refundcashback,1
204,11/26/2014 18:24,23116011642345,20,1031nan2331,rewardcashback,1
205,11/26/2014 18:24,23116011702345,20,1031nan2331,rewardcashback,1
206,11/26/2014 18:24,23116011782345,20,1031nan2331,rewardcashback,1
207,11/26/2014 18:24,23116011902345,20,1031nan2331,rewardcashback,1
208,12/13/2014 9:07,23116011902345,20,10314939022,usecashback,1
209,11/26/2014 18:24,23116011962345,20,1031nan2331,rewardcashback,1
210,11/26/2014 18:24,23116011982345,20,1031nan2331,rewardcashback,1
211,11/26/2014 16:03,23116012022345,20,1031nan2331,rewardcashback,1
212,12/5/2014 19:38,23116012022345,20,10314761837,usecashback,1
213,11/26/2014 18:24,23116012042345,20,1031nan2331,rewardcashback,1
214,11/26/2014 16:18,23116012082345,20,1031nan2331,rewardcashback,1
215,11/26/2014 18:24,23116012102345,20,1031nan2331,rewardcashback,1
216,11/26/2014 18:24,23116012142345,20,1031nan2331,rewardcashback,1
217,11/26/2014 18:24,23116012162345,20,1031nan2331,rewardcashback,1
218,11/26/2014 18:24,23116012262345,20,1031nan2331,rewardcashback,1
219,11/26/2014 18:24,23116012282345,20,1031nan2331,rewardcashback,1
220,11/26/2014 18:24,23116012342345,20,1031nan2331,rewardcashback,1
221,11/26/2014 18:24,23116012462345,20,1031nan2331,rewardcashback,1
222,11/26/2014 18:25,23116012502345,20,1031nan2331,rewardcashback,1
223,2/5/2015 17:00,23116012502345,20,10315035838,usecashback,1
224,11/26/2014 18:24,23116012542345,20,1031nan2331,rewardcashback,1
225,11/26/2014 18:35,23116012602345,20,1031nan2331,rewardcashback,1
226,11/26/2014 14:56,23116012622345,20,1031nan2331,rewardcashback,1
227,11/26/2014 18:24,23116012642345,20,1031nan2331,rewardcashback,1
228,11/26/2014 18:24,23116012682345,20,1031nan2331,rewardcashback,1
229,11/26/2014 18:24,23116012822345,20,1031nan2331,rewardcashback,1
230,11/26/2014 18:24,23116012842345,20,1031nan2331,rewardcashback,1
231,12/15/2014 16:17,23116012842345,20,10314761837,usecashback,1
232,11/26/2014 19:41,23116012862345,20,1031nan2331,rewardcashback,1
233,11/26/2014 18:24,23116012882345,20,1031nan2331,rewardcashback,1
234,11/26/2014 17:16,23116012922345,20,1031nan2331,rewardcashback,1
235,11/26/2014 18:24,23116012942345,20,1031nan2331,rewardcashback,1
236,11/26/2014 18:24,23116012982345,20,1031nan2331,rewardcashback,1
237,11/26/2014 14:34,23116013042345,20,1031nan2331,rewardcashback,1
238,11/26/2014 18:24,23116013122345,20,1031nan2331,rewardcashback,1
239,11/26/2014 18:24,23116013182345,20,1031nan2331,rewardcashback,1
240,12/19/2014 15:37,23116013182345,20,10314761891,usecashback,1
241,11/26/2014 18:24,23116013202345,20,1031nan2331,rewardcashback,1
242,12/14/2014 21:42,23116013202345,20,10314792427,usecashback,1
243,11/26/2014 19:09,23116013302345,20,1031nan2331,rewardcashback,1
244,11/26/2014 18:24,23116013322345,20,1031nan2331,rewardcashback,1
245,11/28/2014 19:20,23116013322345,19.2,10314761837,usecashback,1
246,2/22/2015 8:49,23116013322345,0.8,10314896360,usecashback,1
247,11/26/2014 19:19,23116013362345,20,1031nan2331,rewardcashback,1
248,11/26/2014 18:24,23116013382345,20,1031nan2331,rewardcashback,1
249,3/19/2015 22:31,23116013402345,1,10314839932,givecashback,1
250,3/19/2015 22:37,23116013402345,1,10314839932,givecashback,1
251,11/26/2014 18:24,23116013462345,20,1031nan2331,rewardcashback,1
252,12/16/2014 19:08,23116013462345,20,10314761811,usecashback,1
253,8/19/2014 20:11,23116013542345,3.9,1031nan2331,rewardcashback,1
254,9/25/2014 11:34,23116013542345,3.9,10314761829,usecashback,1
255,11/26/2014 17:35,23116013562345,20,1031nan2331,rewardcashback,1
256,11/26/2014 18:24,23116013582345,20,1031nan2331,rewardcashback,1
257,11/29/2014 6:58,23116013582345,19.6,10314761837,usecashback,1
258,2/23/2015 7:21,23116013582345,0.4,10314761837,usecashback,1
259,11/26/2014 18:24,23116013702345,20,1031nan2331,rewardcashback,1
260,12/15/2014 14:07,23116013702345,20,10314896360,usecashback,1
261,3/5/2015 14:41,23116013702345,85.45,10314896360,refundtopupwallet,2
262,3/5/2015 14:42,23116013702345,20,10314896360,refundcashback,1
263,3/14/2015 13:16,23116013702345,20,10314761837,usecashback,1
264,3/14/2015 13:16,23116013702345,85.45,10314761837,usewallet,2
265,11/26/2014 18:24,23116013862345,20,1031nan2331,rewardcashback,1
266,11/26/2014 18:24,23116013902345,20,1031nan2331,rewardcashback,1
267,11/26/2014 18:24,23116013942345,20,1031nan2331,rewardcashback,1
268,11/26/2014 18:24,23116014042345,20,1031nan2331,rewardcashback,1
269,11/26/2014 18:33,23116014082345,20,1031nan2331,rewardcashback,1
270,11/26/2014 18:24,23116014102345,20,1031nan2331,rewardcashback,1
271,2/23/2015 19:17,23116014102345,2,10314761829,usecashback,1
272,11/26/2014 18:24,23116014142345,20,1031nan2331,rewardcashback,1
273,11/26/2014 18:24,23116014282345,20,1031nan2331,rewardcashback,1
274,11/26/2014 14:27,23116014482345,20,1031nan2331,rewardcashback,1
275,12/1/2014 9:50,23116014482345,20,10314761837,usecashback,1
276,11/26/2014 18:24,23116014622345,20,1031nan2331,rewardcashback,1
277,11/26/2014 18:24,23116014702345,20,1031nan2331,rewardcashback,1
278,11/26/2014 18:24,23116014722345,20,1031nan2331,rewardcashback,1
279,11/26/2014 18:24,23116014742345,20,1031nan2331,rewardcashback,1
280,11/26/2014 16:27,23116014782345,20,1031nan2331,rewardcashback,1
281,2/22/2015 7:47,23116014782345,1,10314793765,usecashback,1
282,2/22/2015 7:49,23116014782345,18.62,10314793765,usecashback,1
283,11/26/2014 18:24,23116014982345,20,1031nan2331,rewardcashback,1
284,11/26/2014 19:17,23116015022345,20,1031nan2331,rewardcashback,1
285,11/26/2014 20:04,23116015022345,20,1031nan2331,rewardcashback,1
286,11/27/2014 13:20,23116015022345,20,1031nan2331,rewardcashback,1
287,3/24/2015 19:21,23116015022345,60,10314710083,usecashback,1
288,11/26/2014 18:24,23116015082345,20,1031nan2331,rewardcashback,1
289,11/26/2014 19:27,23116015122345,20,1031nan2331,rewardcashback,1
290,11/26/2014 20:05,23116015122345,20,1031nan2331,rewardcashback,1
291,11/27/2014 13:33,23116015122345,20,1031nan2331,rewardcashback,1
292,11/26/2014 18:24,23116015142345,20,1031nan2331,rewardcashback,1
293,11/26/2014 19:27,23116015162345,20,1031nan2331,rewardcashback,1
294,11/26/2014 18:24,23116015262345,20,1031nan2331,rewardcashback,1
295,11/26/2014 18:24,23116015282345,20,1031nan2331,rewardcashback,1
296,12/16/2014 17:31,23116015282345,20,10314761837,usecashback,1
297,11/26/2014 19:31,23116015402345,20,1031nan2331,rewardcashback,1
298,11/26/2014 20:06,23116015402345,20,1031nan2331,rewardcashback,1
299,11/27/2014 13:48,23116015402345,20,1031nan2331,rewardcashback,1
300,11/26/2014 18:25,23116015442345,20,1031nan2331,rewardcashback,1
301,1/2/2015 14:48,23116015442345,20,10315010022,usecashback,1
302,3/25/2015 17:31,23116015442345,1,10314824738,givecashback,1
303,11/26/2014 18:24,23116015482345,20,1031nan2331,rewardcashback,1
304,11/26/2014 18:24,23116015602345,20,1031nan2331,rewardcashback,1
305,11/26/2014 18:24,23116015642345,20,1031nan2331,rewardcashback,1
306,11/26/2014 18:25,23116015662345,20,1031nan2331,rewardcashback,1
307,11/26/2014 18:25,23116015842345,20,1031nan2331,rewardcashback,1
308,11/26/2014 18:25,23116015942345,20,1031nan2331,rewardcashback,1
309,2/23/2015 12:23,23116015942345,20,10314761829,usecashback,1
310,3/27/2015 12:31,23116015982345,1,10314839932,givecashback,1
311,11/26/2014 15:46,23116016102345,20,1031nan2331,rewardcashback,1
312,3/14/2015 21:02,23116016102345,20,10314761891,usecashback,1
313,3/17/2015 13:04,23116016102345,20,10314761891,refundcashback,1
314,11/26/2014 18:25,23116016202345,20,1031nan2331,rewardcashback,1
315,11/26/2014 18:25,23116016302345,20,1031nan2331,rewardcashback,1
316,11/26/2014 18:25,23116016422345,20,1031nan2331,rewardcashback,1
317,11/26/2014 20:41,23116016482345,20,1031nan2331,rewardcashback,1
318,11/26/2014 18:25,23116016562345,20,1031nan2331,rewardcashback,1
319,11/26/2014 18:25,23116016582345,20,1031nan2331,rewardcashback,1
320,11/26/2014 18:25,23116016982345,20,1031nan2331,rewardcashback,1
321,11/26/2014 18:25,23116017102345,20,1031nan2331,rewardcashback,1
322,11/26/2014 15:57,23116017142345,20,1031nan2331,rewardcashback,1
323,11/26/2014 18:25,23116017182345,20,1031nan2331,rewardcashback,1
324,2/17/2015 11:25,23116017182345,20,10314761837,usecashback,1
325,11/26/2014 18:25,23116017202345,20,1031nan2331,rewardcashback,1
326,11/26/2014 18:25,23116017362345,20,1031nan2331,rewardcashback,1
327,11/26/2014 18:25,23116017622345,20,1031nan2331,rewardcashback,1
328,2/8/2015 11:46,23116017622345,20,10314761829,usecashback,1
329,11/26/2014 18:25,23116017702345,20,1031nan2331,rewardcashback,1
330,3/26/2015 22:13,23116017702345,20,10314759889,usecashback,1
331,11/26/2014 18:25,23116017762345,20,1031nan2331,rewardcashback,1
332,3/16/2015 2:29,23116017762345,20,10314761891,usecashback,1
333,11/26/2014 18:25,23116017782345,20,1031nan2331,rewardcashback,1
334,11/26/2014 18:31,23116018042345,20,1031nan2331,rewardcashback,1
335,11/26/2014 19:14,23116018122345,20,1031nan2331,rewardcashback,1
336,11/26/2014 18:29,23116018182345,20,1031nan2331,rewardcashback,1
337,11/26/2014 19:13,23116018222345,20,1031nan2331,rewardcashback,1
338,3/18/2015 15:44,23116018222345,20,10314761891,usecashback,1
339,11/26/2014 18:25,23116018242345,20,1031nan2331,rewardcashback,1
340,11/26/2014 18:49,23116018282345,20,1031nan2331,rewardcashback,1
341,11/26/2014 18:25,23116018302345,20,1031nan2331,rewardcashback,1
342,11/30/2014 12:36,23116018302345,20,10314963088,usecashback,1
343,11/26/2014 19:28,23116018342345,20,1031nan2331,rewardcashback,1
344,11/26/2014 19:14,23116018462345,20,1031nan2331,rewardcashback,1
345,11/26/2014 20:04,23116018462345,20,1031nan2331,rewardcashback,1
346,11/27/2014 13:19,23116018462345,20,1031nan2331,rewardcashback,1
347,11/26/2014 18:25,23116018482345,20,1031nan2331,rewardcashback,1
348,12/27/2014 21:47,23116018482345,20,10314919306,usecashback,1
349,11/26/2014 19:07,23116018582345,20,1031nan2331,rewardcashback,1
350,12/22/2014 12:39,23116018582345,20,10314896360,usecashback,1
351,1/21/2015 12:56,23116018582345,20,10314824738,usecashback,1
352,3/24/2015 21:05,23116018582345,1,10314824738,givecashback,1
353,11/26/2014 18:25,23116018622345,20,1031nan2331,rewardcashback,1
354,11/26/2014 16:20,23116018662345,20,1031nan2331,rewardcashback,1
355,11/26/2014 20:07,23116018702345,20,1031nan2331,rewardcashback,1
356,11/27/2014 14:14,23116018702345,20,1031nan2331,rewardcashback,1
357,3/7/2015 14:07,23116018702345,29.4,10314761837,usecashback,1
358,3/7/2015 14:13,23116018702345,9.8,10314761837,usecashback,1
359,8/11/2014 13:53,23116018882345,10.8,1031nan2331,rewardcashback,1
360,9/1/2014 11:45,23116018882345,10.8,10314761837,usecashback,1
361,2/21/2015 14:53,23116018882345,50,1031nan2331,rewardcashback,1
362,2/23/2015 19:45,23116018882345,50,10314761891,usecashback,1
363,11/27/2014 14:25,23116018922345,20,1031nan2331,rewardcashback,1
364,11/26/2014 18:25,23116019042345,20,1031nan2331,rewardcashback,1
365,11/26/2014 18:25,23116019102345,20,1031nan2331,rewardcashback,1
366,11/26/2014 18:25,23116019162345,20,1031nan2331,rewardcashback,1
367,12/28/2014 12:16,23116019162345,20,10314896360,usecashback,1
368,8/11/2014 13:52,23116019382345,3.33,1031nan2331,rewardcashback,1
369,8/11/2014 13:52,23116019382345,9.98,1031nan2331,rewardcashback,1
370,8/29/2014 12:56,23116019382345,13.31,10314761837,usecashback,1
371,8/29/2014 14:24,23116019382345,13.31,10314761837,usecashback,1
372,11/26/2014 20:08,23116019382345,20,1031nan2331,rewardcashback,1
373,2/26/2015 8:11,23116019382345,20,10314824738,usecashback,1
374,3/14/2015 11:36,23116019382345,1,10314824738,givecashback,1
375,11/26/2014 18:25,23116019482345,20,1031nan2331,rewardcashback,1
376,11/26/2014 19:29,23116019542345,20,1031nan2331,rewardcashback,1
377,11/26/2014 20:06,23116019542345,20,1031nan2331,rewardcashback,1
378,11/27/2014 13:38,23116019542345,20,1031nan2331,rewardcashback,1
379,11/26/2014 18:39,23116019682345,20,1031nan2331,rewardcashback,1
380,2/16/2015 23:47,23116019682345,20,10314761837,usecashback,1
381,2/17/2015 7:18,23116019682345,20,10314761837,refundcashback,1
382,2/21/2015 17:33,23116019682345,20,10314759099,usecashback,1
383,11/26/2014 18:25,23116019702345,20,1031nan2331,rewardcashback,1
384,11/26/2014 18:25,23116019742345,20,1031nan2331,rewardcashback,1
