,parentCouponId,paymentId,userId
386,26,,23116011322345
387,26,,23116011342345
388,54,,23116011342345
389,2,,23116011362345
390,26,,23116011362345
391,54,,23116011362345
392,26,,23116011382345
393,26,,23116011402345
394,54,,23116011402345
395,26,,23116011422345
396,2,,23116011442345
397,26,,23116011442345
398,54,,23116011442345
399,26,,23116011462345
400,26,,23116011482345
401,54,,23116011482345
402,2,,23116011542345
403,26,,23116011542345
404,54,,23116011542345
405,26,,23116011562345
406,26,,23116011582345
407,26,,23116011602345
408,2,,23116011642345
409,26,,23116011642345
410,54,,23116011642345
411,26,,23116011682345
412,54,,23116011682345
413,26,,23116011702345
414,54,,23116011702345
415,26,,23116011742345
416,54,,23116011742345
417,2,,23116011782345
418,26,,23116011782345
419,54,,23116011782345
420,26,,23116011822345
421,54,,23116011822345
422,26,,23116011842345
423,54,,23116011842345
424,2,,23116011902345
425,54,,23116011902345
426,2,,23116011962345
427,26,,23116011962345
428,54,,23116011962345
429,2,,23116011982345
430,26,,23116011982345
431,54,,23116011982345
432,26,,23116012002345
433,26,,23116012022345
434,54,,23116012022345
435,26,,23116012042345
436,54,,23116012042345
437,26,,23116012062345
438,2,,23116012082345
439,26,,23116012082345
440,54,,23116012082345
441,2,,23116012102345
442,26,,23116012102345
443,54,,23116012102345
444,26,,23116012142345
445,54,,23116012142345
446,26,,23116012162345
447,54,,23116012162345
448,26,,23116012202345
449,26,,23116012222345
450,26,,23116012242345
451,54,,23116012242345
452,2,,23116012262345
453,26,,23116012262345
454,54,,23116012262345
455,2,,23116012282345
456,26,,23116012282345
457,54,,23116012282345
458,54,,23116012302345
459,26,,23116012322345
460,54,,23116012322345
461,54,,23116012342345
462,26,,23116012382345
463,54,,23116012382345
464,26,,23116012402345
465,26,,23116012442345
466,54,,23116012442345
467,2,,23116012462345
468,26,,23116012462345
469,54,,23116012462345
470,2,,23116012502345
471,54,,23116012502345
472,2,,23116012542345
473,26,,23116012542345
474,54,,23116012542345
475,26,,23116012602345
476,54,,23116012602345
477,2,,23116012622345
478,26,,23116012622345
479,54,,23116012622345
480,2,,23116012642345
481,26,,23116012642345
482,54,,23116012642345
483,54,,23116012662345
484,2,,23116012682345
485,26,,23116012682345
486,54,,23116012682345
487,26,,23116012702345
488,54,,23116012702345
489,26,,23116012722345
490,54,,23116012722345
491,26,,23116012742345
492,54,,23116012742345
493,26,,23116012782345
494,2,,23116012822345
495,26,,23116012822345
496,54,,23116012822345
497,26,,23116012842345
498,54,,23116012842345
499,26,,23116012862345
500,54,,23116012862345
501,2,,23116012882345
502,26,,23116012882345
503,54,,23116012882345
504,26,,23116012922345
505,54,,23116012922345
506,2,,23116012942345
507,26,,23116012942345
508,54,,23116012942345
509,2,,23116012982345
510,26,,23116012982345
511,54,,23116012982345
512,26,,23116013022345
513,26,,23116013042345
514,54,,23116013042345
515,26,,23116013082345
516,54,,23116013082345
517,26,,23116013122345
518,54,,23116013122345
519,26,,23116013142345
520,54,,23116013142345
521,26,,23116013162345
522,26,,23116013182345
523,54,,23116013182345
524,26,,23116013222345
525,26,,23116013242345
526,26,,23116013262345
527,54,,23116013262345
528,26,,23116013282345
529,54,,23116013282345
530,26,,23116013302345
531,54,,23116013302345
532,26,25758280,23116013322345
533,2,,23116013362345
534,26,,23116013362345
535,54,,23116013362345
536,2,,23116013382345
537,26,,23116013382345
538,54,,23116013382345
539,26,,23116013482345
540,26,,23116013502345
541,54,,23116013502345
542,54,,23116013542345
543,26,,23116013562345
544,54,,23116013562345
545,26,25867522,23116013582345
546,26,,23116013602345
547,54,,23116013602345
548,26,,23116013682345
549,54,,23116013682345
550,26,,23116013702345
551,54,,23116013702345
552,26,,23116013742345
553,26,,23116013762345
554,26,25506936,23116013822345
555,26,,23116013842345
556,2,,23116013862345
557,26,,23116013862345
558,54,,23116013862345
559,26,,23116013882345
560,54,,23116013882345
561,26,,23116013902345
562,54,,23116013902345
563,26,,23116013922345
564,26,,23116013942345
565,54,,23116013942345
566,26,,23116013962345
567,26,,23116013982345
568,26,,23116014002345
569,2,,23116014042345
570,26,,23116014042345
571,54,,23116014042345
572,26,,23116014062345
573,54,,23116014062345
574,26,,23116014082345
575,54,,23116014082345
576,2,,23116014102345
577,26,25955980,23116014102345
578,2,,23116014142345
579,26,,23116014142345
580,54,,23116014142345
581,26,,23116014162345
582,54,,23116014162345
583,26,,23116014182345
584,54,,23116014182345
585,26,,23116014202345
586,54,,23116014202345
587,2,,23116014222345
588,26,,23116014262345
589,54,,23116014262345
590,2,,23116014282345
591,54,,23116014282345
592,26,,23116014322345
593,26,,23116014362345
594,54,,23116014362345
595,54,,23116014482345
596,26,,23116014502345
597,26,,23116014562345
598,2,,23116014582345
599,54,,23116014582345
600,54,,23116014622345
601,26,,23116014642345
602,54,,23116014642345
603,26,,23116014662345
604,54,,23116014662345
605,26,,23116014702345
606,54,,23116014702345
607,26,,23116014722345
608,54,,23116014722345
609,2,,23116014742345
610,26,,23116014742345
611,54,,23116014742345
612,26,,23116014762345
613,26,25755268,23116014782345
614,26,,23116014802345
615,26,,23116014822345
616,26,,23116014842345
617,26,,23116014922345
618,26,,23116014942345
619,54,,23116014942345
620,26,24845886,23116014962345
621,26,25563898,23116014962345
622,24,25975312,23116014962345
623,26,,23116014982345
624,54,,23116014982345
625,2,,23116015022345
626,26,,23116015022345
627,54,,23116015022345
628,26,,23116015042345
629,26,,23116015082345
630,54,,23116015082345
631,26,,23116015102345
632,2,,23116015122345
633,26,,23116015122345
634,54,,23116015122345
635,54,,23116015142345
636,26,,23116015162345
637,54,,23116015162345
638,26,,23116015202345
639,54,,23116015202345
640,26,,23116015242345
641,26,,23116015262345
642,54,,23116015262345
643,26,,23116015282345
644,54,,23116015282345
645,26,,23116015302345
646,54,,23116015302345
647,26,,23116015322345
648,26,,23116015362345
649,54,,23116015362345
650,26,,23116015402345
651,54,,23116015402345
652,26,,23116015422345
653,54,,23116015422345
654,2,,23116015442345
655,26,25306394,23116015442345
656,54,,23116015442345
657,26,,23116015482345
658,54,,23116015482345
659,26,,23116015502345
660,54,,23116015502345
661,26,,23116015522345
662,26,,23116015562345
663,54,,23116015562345
664,26,,23116015582345
665,2,,23116015602345
666,26,,23116015602345
667,54,,23116015602345
668,26,,23116015622345
669,2,,23116015642345
670,26,,23116015642345
671,54,,23116015642345
672,2,,23116015662345
673,26,,23116015662345
674,54,,23116015662345
675,26,,23116015682345
676,54,,23116015682345
677,26,,23116015702345
678,26,,23116015742345
679,54,,23116015742345
680,26,,23116015782345
681,54,,23116015782345
682,26,,23116015802345
683,54,,23116015802345
684,26,,23116015822345
685,2,,23116015842345
686,26,,23116015842345
687,54,,23116015842345
688,26,,23116015882345
689,54,,23116015882345
690,26,,23116015902345
691,26,25892860,23116015942345
692,26,,23116015962345
693,26,,23116015982345
694,54,,23116015982345
695,26,,23116016002345
696,54,,23116016002345
697,26,,23116016042345
698,26,,23116016062345
699,26,,23116016082345
700,2,,23116016102345
701,26,,23116016102345
702,54,28125922,23116016102345
703,26,,23116016122345
704,54,,23116016122345
705,26,,23116016142345
706,26,,23116016162345
707,26,,23116016182345
708,26,,23116016202345
709,54,,23116016202345
710,26,,23116016222345
711,26,,23116016282345
712,54,,23116016282345
713,26,,23116016302345
714,54,,23116016302345
715,26,,23116016382345
716,54,,23116016382345
717,26,,23116016422345
718,54,,23116016422345
719,26,,23116016462345
720,54,,23116016462345
721,2,,23116016482345
722,26,,23116016482345
723,54,,23116016482345
724,26,,23116016522345
725,54,,23116016522345
726,2,,23116016562345
727,54,,23116016562345
728,2,,23116016582345
729,26,,23116016582345
730,54,,23116016582345
731,26,,23116016602345
732,26,,23116016642345
733,26,,23116016682345
734,26,,23116016722345
735,26,,23116016742345
736,54,,23116016742345
737,26,,23116016782345
738,26,,23116016822345
739,54,,23116016822345
740,26,,23116016842345
741,26,,23116016862345
742,26,,23116016902345
743,54,,23116016902345
744,26,,23116016922345
745,26,,23116016942345
746,26,,23116016982345
747,54,,23116016982345
748,26,,23116017002345
749,4,17999088,23116017022345
750,26,,23116017022345
751,54,,23116017022345
752,26,,23116017042345
753,54,,23116017042345
754,26,,23116017062345
755,54,,23116017062345
756,26,,23116017082345
757,54,,23116017082345
758,26,,23116017102345
759,54,,23116017102345
760,2,,23116017142345
761,26,,23116017142345
762,54,,23116017142345
763,26,25885634,23116017182345
764,2,,23116017202345
765,26,,23116017202345
766,54,,23116017202345
767,26,,23116017222345
768,54,,23116017222345
769,26,,23116017242345
770,26,,23116017262345
771,26,,23116017302345
772,54,,23116017302345
773,26,,23116017342345
774,54,,23116017342345
775,2,,23116017362345
776,26,,23116017362345
777,54,,23116017362345
778,26,,23116017382345
779,54,,23116017382345
780,26,,23116017422345
781,54,,23116017422345
782,26,,23116017442345
783,54,,23116017442345
784,26,,23116017522345
785,26,,23116017562345
786,26,,23116017582345
787,54,,23116017582345
788,26,,23116017602345
789,54,,23116017602345
790,26,,23116017642345
791,26,,23116017662345
792,54,,23116017662345
793,26,,23116017682345
794,54,,23116017682345
795,2,,23116017702345
796,26,,23116017702345
797,54,,23116017702345
798,38,29771108,23116017702345
799,26,,23116017722345
800,26,,23116017762345
801,54,,23116017762345
802,26,,23116017782345
803,54,,23116017782345
804,26,,23116017802345
805,26,,23116017822345
806,54,,23116017822345
807,26,,23116017842345
808,26,,23116017862345
809,54,,23116017862345
810,26,,23116017882345
811,54,,23116017882345
812,26,,23116017902345
813,26,,23116017922345
814,26,,23116017942345
815,54,,23116017942345
816,54,,23116017962345
817,26,,23116018022345
818,26,,23116018042345
819,54,,23116018042345
820,26,,23116018122345
821,54,,23116018122345
822,26,,23116018142345
823,54,,23116018142345
824,26,,23116018162345
825,2,,23116018182345
826,26,,23116018182345
827,54,,23116018182345
828,26,,23116018202345
829,54,,23116018202345
830,2,,23116018222345
831,26,,23116018222345
832,54,,23116018222345
833,26,,23116018242345
834,54,,23116018242345
835,26,,23116018262345
836,26,,23116018282345
837,54,,23116018282345
838,2,,23116018302345
839,26,,23116018302345
840,54,,23116018302345
841,26,,23116018322345
842,26,,23116018342345
843,54,,23116018342345
844,26,,23116018362345
845,54,,23116018362345
846,26,,23116018382345
847,54,,23116018382345
848,2,,23116018462345
849,26,,23116018462345
850,54,,23116018462345
851,2,18812324,23116018482345
852,26,,23116018482345
853,54,,23116018482345
854,26,,23116018502345
855,54,,23116018502345
856,26,,23116018522345
857,54,,23116018522345
858,26,,23116018542345
859,54,,23116018542345
860,54,,23116018622345
861,26,,23116018642345
862,2,,23116018662345
863,26,,23116018662345
864,54,,23116018662345
865,26,,23116018682345
866,2,,23116018702345
867,26,,23116018702345
868,54,,23116018702345
869,26,,23116018742345
870,54,,23116018742345
871,26,,23116018762345
872,26,,23116018782345
873,26,25218638,23116018802345
874,26,,23116018842345
875,26,,23116018862345
876,26,,23116018902345
877,26,,23116018922345
878,54,,23116018922345
879,26,,23116018982345
880,54,,23116018982345
881,26,,23116019022345
882,54,,23116019022345
883,26,,23116019042345
884,54,,23116019042345
885,26,,23116019062345
886,54,,23116019062345
887,2,,23116019102345
888,26,,23116019102345
889,54,,23116019102345
890,26,,23116019122345
891,2,18879690,23116019162345
892,4,20679212,23116019162345
893,54,,23116019162345
894,26,,23116019222345
895,26,,23116019242345
896,54,,23116019242345
897,26,,23116019262345
898,54,,23116019262345
899,26,,23116019302345
900,26,,23116019322345
901,26,,23116019362345
902,26,,23116019382345
903,54,,23116019382345
904,26,,23116019422345
905,54,,23116019422345
906,26,,23116019442345
907,2,,23116019482345
908,26,,23116019482345
909,54,,23116019482345
910,26,,23116019522345
911,54,,23116019522345
912,26,,23116019542345
913,54,,23116019542345
914,26,25015258,23116019562345
915,26,,23116019602345
916,54,,23116019602345
917,26,,23116019622345
918,54,,23116019622345
919,26,,23116019662345
920,2,,23116019682345
921,26,25171312,23116019682345
922,26,25699416,23116019682345
923,2,,23116019702345
924,26,,23116019702345
925,54,,23116019702345
926,2,,23116019742345
927,26,,23116019762345
928,54,,23116019762345
929,26,,23116019782345
930,26,,23116019802345
931,26,,23116019822345
932,26,,23116019842345
933,54,,23116019842345
934,26,,23116019862345
935,26,,23116019882345
936,54,,23116019882345
937,2,,23116019922345
938,26,,23116019922345
939,54,,23116019922345
940,26,,23116019942345
941,54,,23116019942345
942,26,,23116020002345
943,54,,23116020002345
944,54,,23116020042345
945,26,,23116020102345
946,54,,23116020102345
947,26,,23116020122345
948,54,,23116020122345
949,26,,23116020162345
950,54,,23116020162345
951,26,,23116020222345
952,26,26005016,23116020242345
953,26,,23116020262345
954,26,,23116020282345
955,26,,23116020302345
956,26,,23116020322345
957,26,,23116020342345
958,54,,23116020382345
959,26,,23116020402345
960,54,,23116020402345
961,26,,23116020422345
962,2,,23116020442345
963,26,26368676,23116020442345
964,26,,23116020462345
965,54,,23116020462345
966,26,,23116020482345
967,54,,23116020482345
968,26,,23116020502345
969,54,,23116020502345
970,26,25090172,23116020522345
971,2,,23116020542345
972,26,,23116020542345
973,54,,23116020542345
974,26,,23116020562345
975,54,,23116020562345
976,26,,23116020582345
977,54,,23116020582345
978,26,,23116020602345
979,26,,23116020622345
980,54,,23116020622345
981,26,,23116020642345
982,26,,23116020662345
983,54,,23116020662345
984,26,,23116020682345
985,54,,23116020682345
986,26,,23116020722345
987,54,,23116020722345
988,26,,23116020742345
989,26,,23116020762345
990,54,,23116020762345
991,26,,23116020782345
992,54,,23116020782345
993,26,,23116020822345
994,54,,23116020822345
995,26,,23116020842345
996,54,,23116020842345
997,26,,23116020882345
998,26,,23116020902345
999,54,,23116020902345
1000,2,18539262,23116020922345
1001,2,,23116020942345
1002,26,,23116020942345
1003,54,,23116020942345
1004,26,,23116020982345
1005,54,,23116020982345
1006,2,,23116021002345
1007,26,,23116021002345
1008,54,,23116021002345
1009,26,,23116021022345
1010,54,,23116021022345
1011,54,,23116021042345
1012,26,,23116021162345
1013,54,,23116021162345
1014,26,,23116021182345
1015,54,,23116021182345
1016,26,,23116021202345
1017,54,,23116021202345
1018,26,,23116021242345
1019,54,,23116021242345
1020,54,,23116021262345
1021,26,,23116021302345
1022,26,,23116021322345
1023,54,,23116021322345
1024,26,,23116021342345
1025,26,,23116021362345
1026,26,,23116021382345
1027,26,,23116021402345
1028,54,,23116021402345
1029,26,,23116021442345
1030,2,,23116021482345
1031,26,,23116021482345
1032,54,,23116021482345
1033,26,,23116021502345
1034,54,,23116021502345
1035,26,,23116021522345
1036,26,,23116021542345
1037,54,,23116021542345
1038,26,,23116021562345
1039,54,,23116021562345
1040,26,,23116021582345
1041,26,,23116021602345
1042,54,,23116021602345
1043,26,,23116021642345
1044,54,,23116021642345
1045,26,,23116021662345
1046,26,,23116021702345
1047,54,,23116021702345
1048,26,,23116021722345
1049,54,,23116021722345
1050,26,,23116021742345
1051,54,,23116021742345
1052,2,18548670,23116021782345
1053,4,18812780,23116021782345
1054,26,25580714,23116021782345
1055,26,,23116021802345
1056,26,,23116021822345
1057,26,,23116021862345
1058,54,,23116021862345
1059,26,,23116021882345
1060,2,16623444,23116021902345
1061,26,,23116021902345
1062,54,,23116021902345
1063,26,,23116021922345
1064,54,,23116021962345
1065,26,,23116022002345
1066,2,,23116022022345
1067,26,,23116022022345
1068,54,,23116022022345
1069,26,,23116022042345
1070,54,,23116022042345
1071,26,,23116022062345
1072,26,,23116022082345
1073,26,,23116022122345
1074,26,,23116022182345
1075,54,,23116022182345
1076,26,,23116022202345
1077,54,,23116022202345
1078,26,,23116022222345
1079,54,,23116022222345
1080,26,,23116022282345
1081,54,,23116022282345
1082,26,,23116022342345
1083,54,,23116022342345
1084,26,,23116022362345
1085,2,,23116022382345
1086,26,,23116022382345
1087,54,,23116022382345
1088,26,,23116022422345
1089,26,,23116022442345
1090,54,,23116022442345
1091,26,,23116022462345
1092,26,,23116022482345
1093,54,,23116022482345
1094,26,,23116022502345
1095,26,,23116022522345
1096,54,,23116022522345
1097,26,,23116022542345
1098,26,,23116022562345
1099,26,,23116022582345
1100,26,,23116022642345
1101,54,,23116022642345
1102,26,,23116022662345
1103,54,,23116022662345
1104,26,,23116022722345
1105,54,,23116022722345
1106,26,,23116022742345
1107,54,,23116022742345
1108,26,,23116022762345
1109,26,,23116022782345
1110,54,,23116022782345
1111,26,,23116022802345
1112,54,,23116022802345
1113,26,,23116022822345
1114,26,,23116022842345
1115,54,,23116022842345
1116,26,,23116022862345
1117,54,,23116022862345
1118,26,,23116022882345
1119,54,,23116022882345
1120,26,,23116022902345
1121,54,,23116022922345
1122,2,,23116022942345
1123,26,,23116022942345
1124,54,,23116022942345
1125,26,,23116022962345
1126,2,,23116023002345
1127,26,,23116023002345
1128,54,,23116023002345
1129,26,,23116023022345
1130,54,,23116023022345
1131,2,,23116023042345
1132,26,,23116023042345
1133,54,,23116023042345
1134,26,,23116023062345
1135,26,,23116023082345
1136,2,,23116023102345
1137,26,,23116023102345
1138,54,,23116023102345
1139,26,,23116023122345
1140,2,,23116023142345
1141,26,,23116023142345
1142,54,,23116023142345
1143,26,,23116023162345
1144,54,,23116023162345
1145,26,,23116023182345
1146,26,,23116023222345
1147,54,,23116023222345
1148,26,,23116023242345
1149,26,,23116023262345
1150,54,,23116023262345
1151,26,,23116023322345
1152,26,,23116023342345
1153,26,,23116023382345
1154,54,,23116023382345
1155,2,17969236,23116023402345
1156,2,,23116023422345
1157,26,,23116023422345
1158,54,,23116023422345
1159,26,,23116023442345
1160,54,,23116023442345
1161,26,,23116023462345
1162,26,,23116023482345
1163,54,,23116023482345
1164,26,,23116023502345
1165,54,,23116023502345
1166,2,17153750,23116023522345
1167,26,,23116023542345
1168,26,,23116023562345
1169,54,,23116023562345
1170,26,,23116023582345
1171,54,,23116023582345
1172,26,,23116023602345
1173,54,,23116023602345
1174,26,,23116023642345
1175,54,,23116023642345
1176,26,,23116023662345
1177,54,,23116023662345
1178,26,,23116023682345
1179,54,,23116023682345
1180,54,,23116023702345
1181,26,,23116023722345
1182,54,,23116023722345
1183,26,,23116023742345
1184,54,,23116023742345
1185,26,,23116023762345
1186,54,,23116023762345
1187,26,,23116023782345
1188,54,,23116023782345
1189,26,,23116023802345
1190,54,,23116023802345
1191,26,,23116023822345
1192,54,,23116023822345
1193,26,,23116023842345
1194,2,17665968,23116023862345
1195,26,25969510,23116023862345
1196,2,,23116023882345
1197,26,,23116023882345
1198,54,,23116023882345
1199,26,,23116023902345
1200,54,,23116023902345
1201,26,,23116023922345
1202,54,,23116023922345
1203,26,,23116023942345
1204,54,,23116023942345
1205,26,,23116023962345
1206,54,,23116023962345
1207,26,,23116023982345
1208,54,,23116024002345
1209,26,,23116024022345
1210,26,,23116024042345
1211,54,,23116024042345
1212,2,,23116024062345
1213,26,25738212,23116024062345
1214,26,,23116024082345
1215,54,,23116024082345
1216,26,,23116024122345
1217,54,,23116024122345
1218,2,,23116024142345
1219,26,,23116024142345
1220,54,,23116024142345
1221,26,,23116024182345
1222,26,,23116024202345
1223,54,27502530,23116024202345
1224,26,,23116024242345
1225,54,,23116024242345
1226,26,,23116024262345
1227,26,,23116024282345
1228,54,,23116024282345
1229,26,,23116024302345
1230,26,,23116024342345
1231,26,,23116024362345
1232,54,,23116024362345
1233,26,,23116024382345
