,userId,cardsStoredCount,emailVerified,mobileVerified,createdDate
340,23116024702345,0,0,0,2014-07-01 11:31:56
341,23116024742345,1,0,0,2014-07-01 11:32:14
342,23116024902345,0,0,0,2014-07-01 11:33:09
343,23116025062345,0,0,0,2014-07-01 11:35:00
344,23116025082345,0,0,0,2014-07-01 11:35:55
345,23116025122345,0,0,0,2014-07-01 11:35:08
346,23116025142345,0,0,0,2014-07-01 11:35:17
347,23116025202345,0,0,0,2014-07-01 11:36:58
348,23116025222345,0,0,0,2014-07-01 11:36:11
349,23116025242345,0,0,0,2014-07-01 11:36:12
350,23116025262345,0,0,0,2014-07-01 11:36:13
351,23116025342345,0,0,0,2014-07-01 11:38:07
352,23116025402345,0,0,0,2014-07-01 11:39:48
353,23116025422345,0,0,0,2014-07-01 11:40:01
354,23116025482345,0,0,0,2014-07-01 11:41:00
355,23116025542345,1,0,0,2014-07-01 11:41:26
356,23116025622345,0,0,0,2014-07-01 11:41:49
357,23116025642345,0,0,0,2014-07-01 11:41:56
358,23116025722345,0,0,0,2014-07-01 11:43:30
359,23116025802345,0,0,0,2014-07-01 11:44:07
360,23116025942345,0,0,0,2014-07-01 11:44:49
361,23116025962345,0,0,0,2014-07-01 11:44:06
362,23116025982345,0,0,0,2014-07-01 11:44:21
363,23116026022345,0,0,0,2014-07-01 11:44:32
364,23116026062345,0,0,0,2014-07-01 11:45:30
365,23116026162345,0,0,0,2014-07-01 11:45:12
366,23116026282345,0,0,0,2014-07-01 11:47:17
367,23116026342345,0,0,0,2014-07-01 11:47:40
368,23116026382345,0,0,0,2014-07-01 11:47:17
369,23116026502345,0,0,0,2014-07-01 11:50:21
370,23116026562345,0,0,0,2014-07-01 11:51:38
371,23116026702345,0,0,0,2014-07-01 11:51:37
372,23116026782345,0,0,0,2014-07-01 11:52:26
373,23116026822345,0,0,0,2014-07-01 11:52:51
374,23116026862345,0,0,0,2014-07-01 11:53:10
375,23116026882345,0,0,0,2014-07-01 11:53:13
376,23116026902345,0,0,0,2014-07-01 11:53:26
377,23116027022345,0,0,0,2014-07-01 11:54:34
378,23116027042345,0,0,0,2014-07-01 11:54:43
379,23116027102345,0,0,0,2014-07-01 11:56:13
380,23116027122345,0,0,0,2014-07-01 11:55:23
381,23116027142345,0,0,0,2014-07-01 11:56:23
382,23116027162345,0,0,0,2014-07-01 11:56:25
383,23116027242345,0,0,0,2014-07-01 11:56:41
384,23116027302345,1,0,0,2014-07-01 11:56:02
385,23116027482345,0,0,0,2014-07-01 11:57:16
386,23116027522345,0,0,0,2014-07-01 11:59:12
387,23116027682345,0,0,0,2014-07-01 11:59:41
388,23116027702345,0,0,0,2014-07-01 12:00:41
389,23116027882345,0,0,0,2014-07-01 12:02:52
390,23116027962345,0,0,0,2014-07-01 12:03:45
391,23116028102345,0,0,0,2014-07-01 12:05:11
392,23116028182345,0,0,0,2014-07-01 12:05:12
393,23116028242345,0,0,0,2014-07-01 12:06:28
394,23116028262345,0,0,0,2014-07-01 12:06:08
395,23116028322345,0,0,0,2014-07-01 12:06:15
396,23116028382345,0,0,0,2014-07-01 12:06:50
397,23116028442345,0,0,0,2014-07-01 12:08:19
398,23116028502345,0,0,0,2014-07-01 12:07:35
399,23116028522345,0,0,0,2014-07-01 12:08:55
400,23116028562345,0,0,0,2014-07-01 12:09:05
401,23116028622345,0,0,0,2014-07-01 12:08:39
402,23116028662345,0,0,0,2014-07-01 12:09:39
403,23116028862345,0,0,0,2014-07-01 12:11:38
404,23116028982345,0,0,0,2014-07-01 12:12:33
405,23116029002345,0,0,0,2014-07-01 12:11:48
406,23116029042345,0,0,0,2014-07-01 12:12:51
407,23116029102345,1,0,0,2014-07-01 12:12:26
408,23116029162345,0,1,0,2014-07-01 12:14:02
409,23116029202345,0,0,0,2014-07-01 12:13:17
410,23116029242345,0,0,0,2014-07-01 12:14:36
411,23116029262345,0,0,0,2014-07-01 12:13:55
412,23116029402345,1,0,0,2014-07-01 12:14:46
413,23116029462345,0,0,0,2014-07-01 12:14:59
414,23116029522345,0,0,0,2014-07-01 12:16:09
415,23116029562345,0,0,0,2014-07-01 12:15:17
416,23116029702345,0,0,0,2014-07-01 12:16:01
417,23116029742345,0,0,0,2014-07-01 12:16:05
418,23116029842345,1,0,0,2014-07-01 12:17:06
419,23116029902345,0,0,0,2014-07-01 12:17:21
420,23116029922345,0,0,0,2014-07-01 12:18:16
421,23116029942345,0,0,0,2014-07-01 12:18:18
422,23116029982345,0,0,0,2014-07-01 12:19:00
423,23116030042345,1,0,0,2014-07-01 12:18:22
424,23116030162345,0,0,0,2014-07-01 12:20:21
425,23116030182345,1,0,0,2014-07-01 12:20:29
426,23116030242345,0,0,0,2014-07-01 12:20:34
427,23116030302345,0,0,0,2014-07-01 12:21:42
428,23116030362345,0,0,0,2014-07-01 12:21:21
429,23116030382345,0,0,0,2014-07-01 12:21:28
430,23116030442345,0,0,0,2014-07-01 12:23:40
431,23116030482345,0,0,0,2014-07-01 12:23:19
432,23116030602345,0,0,0,2014-07-01 12:24:56
433,23116030722345,0,0,0,2014-07-01 12:24:48
434,23116030802345,0,0,0,2014-07-01 12:25:59
435,23116030822345,0,0,0,2014-07-01 12:25:18
436,23116030862345,0,0,0,2014-07-01 12:26:25
437,23116030882345,0,0,0,2014-07-01 12:26:27
438,23116030902345,0,0,0,2014-07-01 12:25:42
439,23116030922345,0,0,0,2014-07-01 12:26:47
440,23116030962345,0,0,0,2014-07-01 12:26:58
441,23116030982345,0,0,0,2014-07-01 12:26:39
442,23116031022345,0,0,0,2014-07-01 12:27:44
443,23116031042345,0,0,0,2014-07-01 12:27:30
444,23116031062345,0,0,0,2014-07-01 12:27:33
445,23116031102345,0,0,0,2014-07-01 12:27:39
446,23116031122345,0,0,0,2014-07-01 12:27:39
447,23116031222345,0,0,0,2014-07-01 12:28:10
448,23116031302345,1,0,0,2014-07-01 12:28:44
449,23116031342345,0,0,0,2014-07-01 12:30:58
450,23116031422345,0,0,0,2014-07-01 12:32:11
451,23116031562345,0,0,0,2014-07-01 12:33:57
452,23116031642345,0,0,0,2014-07-01 12:33:24
453,23116031682345,0,0,0,2014-07-01 12:34:41
454,23116031802345,0,0,0,2014-07-01 12:34:53
455,23116031962345,0,0,0,2014-07-01 12:37:30
456,23116031982345,0,0,0,2014-07-01 12:38:26
457,23116032042345,0,0,0,2014-07-01 12:39:04
458,23116032062345,0,0,0,2014-07-01 12:38:24
459,23116032102345,1,0,0,2014-07-01 12:39:47
460,23116032182345,0,0,0,2014-07-01 12:40:33
461,23116032222345,0,0,0,2014-07-01 12:39:58
462,23116032282345,0,0,0,2014-07-01 12:40:25
463,23116032362345,0,0,0,2014-07-01 12:41:42
464,23116032402345,0,0,0,2014-07-01 12:42:24
465,23116032442345,0,0,0,2014-07-01 12:41:48
466,23116032562345,0,0,0,2014-07-01 12:43:00
467,23116032602345,0,0,0,2014-07-01 12:44:03
468,23116032742345,0,0,0,2014-07-01 12:45:30
469,23116032762345,0,0,0,2014-07-01 12:46:25
470,23116032782345,0,0,0,2014-07-01 12:45:39
471,23116032802345,1,0,0,2014-07-01 12:45:48
472,23116032822345,0,0,0,2014-07-01 12:46:22
473,23116032862345,0,0,0,2014-07-01 12:47:57
474,23116032882345,1,0,0,2014-07-01 12:48:21
475,23116032902345,0,0,0,2014-07-01 12:47:31
476,23116033042345,0,0,0,2014-07-01 12:48:19
477,23116033082345,0,0,0,2014-07-01 12:48:44
478,23116033122345,0,0,0,2014-07-01 12:49:39
479,23116033362345,0,0,0,2014-07-01 12:52:36
480,23116033402345,0,0,0,2014-07-01 12:54:19
481,23116033462345,0,0,0,2014-07-01 12:53:58
482,23116033482345,0,0,0,2014-07-01 12:54:01
483,23116033502345,0,0,0,2014-07-01 12:54:25
484,23116033562345,0,0,0,2014-07-01 12:55:47
485,23116033582345,0,0,0,2014-07-01 12:55:50
486,23116033662345,0,0,0,2014-07-01 12:57:24
487,23116033722345,0,0,0,2014-07-01 12:57:54
488,23116033862345,0,0,0,2014-07-01 12:57:53
489,23116033922345,0,0,0,2014-07-01 12:58:29
490,23116033982345,0,0,0,2014-07-01 13:00:11
491,23116034062345,0,0,0,2014-07-01 13:01:38
492,23116034102345,0,0,0,2014-07-01 13:01:01
493,23116034162345,0,0,0,2014-07-01 13:02:52
494,23116034202345,0,1,0,2014-07-01 13:03:47
495,23116034322345,0,0,0,2014-07-01 13:03:15
496,23116034362345,1,0,0,2014-07-01 13:04:28
497,23116034442345,0,0,0,2014-07-01 13:05:04
498,23116034462345,0,0,0,2014-07-01 13:05:57
499,23116034502345,0,0,0,2014-07-01 13:06:02
500,23116034802345,0,0,0,2014-07-01 13:08:44
501,23116034822345,0,0,0,2014-07-01 13:08:57
502,23116034862345,0,0,0,2014-07-01 13:08:32
503,23116034882345,0,0,0,2014-07-01 13:09:31
504,23116034922345,0,0,0,2014-07-01 13:09:47
505,23116034962345,0,0,0,2014-07-01 13:09:00
506,23116034982345,0,0,0,2014-07-01 13:09:59
507,23116035002345,0,0,0,2014-07-01 13:10:01
508,23116035042345,0,0,0,2014-07-01 13:10:19
509,23116035062345,0,0,0,2014-07-01 13:09:33
510,23116035202345,0,0,0,2014-07-01 13:11:16
511,23116035262345,0,0,0,2014-07-01 13:11:57
512,23116035302345,0,0,0,2014-07-01 13:12:24
513,23116035462345,0,0,0,2014-07-01 13:13:56
514,23116035502345,0,0,0,2014-07-01 13:14:56
515,23116035522345,0,0,0,2014-07-01 13:14:06
