,vaultType,availableAmount,userId,updatedOn
60,1,0.0,23116008782345,2014-12-12 13:55:49
61,1,20.0,23116008802345,2014-11-26 18:23:39
62,1,0.0,23116008842345,2015-01-13 21:10:31
63,1,20.0,23116008962345,2014-11-26 18:23:39
64,1,20.0,23116009002345,2014-11-26 18:23:40
65,1,0.0,23116009102345,2015-02-13 14:36:32
66,1,0.0,23116009182345,2015-01-26 19:27:32
67,1,20.0,23116009262345,2014-11-26 18:23:43
68,1,20.0,23116009302345,2014-11-26 18:23:43
69,1,0.0,23116009342345,2014-07-05 11:30:23
70,1,0.0,23116009382345,2015-02-25 03:05:33
71,1,0.0,23116009642345,2015-02-22 23:01:24
72,1,20.0,23116009722345,2014-11-26 18:23:58
73,1,0.0,23116009802345,2015-01-31 03:22:45
74,1,2.0,23116009922345,2015-03-18 08:05:06
75,1,20.0,23116010062345,2014-11-26 18:23:46
76,1,20.0,23116010102345,2014-11-26 18:23:47
77,1,20.0,23116010242345,2014-11-26 18:23:50
78,1,0.0,23116010262345,2015-02-23 21:54:42
79,1,0.0,23116010282345,2014-12-10 21:48:15
80,1,20.0,23116010442345,2014-11-26 18:23:53
81,1,20.0,23116010502345,2014-11-26 19:34:53
82,1,20.0,23116010682345,2014-11-26 18:48:32
83,1,20.0,23116010762345,2014-11-26 18:24:00
84,1,20.0,23116010782345,2014-11-26 18:24:02
85,1,20.0,23116010902345,2014-11-26 18:24:03
86,1,20.0,23116010922345,2014-11-26 18:24:02
87,1,20.0,23116011002345,2014-11-26 18:24:04
88,1,20.0,23116011082345,2014-11-26 18:24:05
89,1,20.0,23116011102345,2014-11-26 18:24:05
90,1,20.0,23116011122345,2014-11-26 20:35:21
91,1,20.0,23116011202345,2014-11-26 18:24:06
92,1,20.0,23116011242345,2014-11-26 19:27:18
93,1,20.0,23116011262345,2014-11-26 18:24:06
94,1,20.0,23116011282345,2014-11-26 18:24:07
95,1,20.0,23116011302345,2014-11-26 18:24:14
96,1,20.0,23116011362345,2014-11-26 18:24:09
97,1,20.0,23116011442345,2014-11-26 18:24:14
98,1,0.0,23116011482345,2014-07-11 16:42:04
99,1,0.0,23116011502345,2015-03-17 19:01:09
100,1,20.0,23116011542345,2014-11-26 18:24:15
101,1,20.0,23116011562345,2015-02-25 17:02:01
102,1,20.0,23116011642345,2014-11-26 18:24:18
103,1,20.0,23116011702345,2014-11-26 18:24:19
104,1,0.0,23116011762345,2015-03-13 22:11:05
105,1,20.0,23116011782345,2014-11-26 18:24:19
106,1,0.0,23116011822345,2015-03-12 09:02:05
107,1,0.0,23116011902345,2014-12-13 09:07:54
108,1,0.0,23116011922345,2014-09-18 06:04:38
109,1,20.0,23116011962345,2014-11-26 18:24:20
110,1,20.0,23116011982345,2014-11-26 18:24:20
111,1,0.0,23116012022345,2014-12-05 19:38:50
112,1,20.0,23116012042345,2014-11-26 18:24:22
113,1,20.0,23116012082345,2014-11-26 16:18:14
114,1,20.0,23116012102345,2014-11-26 18:24:21
115,1,20.0,23116012142345,2014-11-26 18:24:22
116,1,20.0,23116012162345,2014-11-26 18:24:23
117,1,0.0,23116012242345,2015-03-08 21:34:05
118,1,20.0,23116012262345,2014-11-26 18:24:24
119,1,20.0,23116012282345,2014-11-26 18:24:25
120,1,20.0,23116012342345,2014-11-26 18:24:25
121,1,20.0,23116012462345,2014-11-26 18:24:26
122,1,0.0,23116012502345,2015-02-05 17:00:58
123,1,20.0,23116012542345,2014-11-26 18:24:30
124,1,20.0,23116012602345,2014-11-26 18:35:48
125,1,20.0,23116012622345,2014-11-26 14:56:59
126,1,20.0,23116012642345,2014-11-26 18:24:30
127,1,0.0,23116012662345,2014-08-11 21:04:00
128,1,20.0,23116012682345,2014-11-26 18:24:32
129,1,20.0,23116012822345,2014-11-26 18:24:33
130,1,0.0,23116012842345,2014-12-15 16:17:02
131,1,20.0,23116012862345,2014-11-26 19:41:47
132,1,20.0,23116012882345,2014-11-26 18:24:34
133,1,20.0,23116012922345,2014-11-26 17:16:17
134,1,20.0,23116012942345,2014-11-26 18:24:36
135,1,20.0,23116012982345,2014-11-26 18:24:37
136,1,20.0,23116013042345,2014-11-26 14:34:31
137,1,20.0,23116013122345,2014-11-26 18:24:36
138,1,0.0,23116013182345,2014-12-19 15:37:00
139,1,0.0,23116013202345,2014-12-14 21:42:24
140,1,20.0,23116013302345,2014-11-26 19:09:22
141,1,0.0,23116013322345,2015-02-22 08:49:15
142,1,20.0,23116013362345,2014-11-26 19:19:01
143,1,20.0,23116013382345,2014-11-26 18:24:41
144,1,2.0,23116013402345,2015-03-19 22:37:08
145,1,0.0,23116013462345,2014-12-16 19:08:38
146,1,0.0,23116013542345,2014-09-25 11:34:46
147,1,20.0,23116013562345,2014-11-26 17:35:02
148,1,0.4,23116013582345,2015-02-23 07:24:04
149,1,0.0,23116013702345,2015-03-14 13:16:38
150,2,0.0,23116013702345,2015-03-14 13:16:39
151,1,0.0,23116013742345,2015-03-10 06:34:02
152,1,0.0,23116013822345,2014-12-13 18:49:01
153,1,20.0,23116013862345,2014-11-26 18:24:46
154,1,20.0,23116013902345,2014-11-26 18:24:48
155,1,20.0,23116013942345,2014-11-26 18:24:49
156,1,20.0,23116014042345,2014-11-26 18:24:49
157,1,0.0,23116014062345,2015-03-03 21:37:06
158,1,20.0,23116014082345,2014-11-26 18:33:02
159,1,18.0,23116014102345,2015-02-23 19:17:46
160,1,20.0,23116014142345,2014-11-26 18:24:50
161,1,20.0,23116014282345,2014-11-26 18:24:51
162,1,0.0,23116014482345,2014-12-01 09:50:00
163,1,20.0,23116014622345,2014-11-26 18:24:53
164,1,0.0,23116014682345,2015-03-09 14:33:05
165,1,20.0,23116014702345,2014-11-26 18:24:54
166,1,20.0,23116014722345,2014-11-26 18:24:53
167,1,20.0,23116014742345,2014-11-26 18:24:54
168,1,0.38,23116014782345,2015-02-22 07:49:01
169,1,20.0,23116014982345,2014-11-26 18:24:59
170,1,0.0,23116015022345,2015-03-24 19:21:16
171,1,20.0,23116015082345,2014-11-26 18:24:55
172,1,60.0,23116015122345,2014-11-27 13:33:03
173,1,20.0,23116015142345,2014-11-26 18:24:56
174,1,20.0,23116015162345,2014-11-26 19:27:09
175,1,20.0,23116015262345,2014-11-26 18:24:55
176,1,0.0,23116015282345,2014-12-16 17:31:43
177,1,60.0,23116015402345,2014-11-27 13:48:27
178,1,1.0,23116015442345,2015-03-25 17:31:04
179,1,20.0,23116015482345,2014-11-26 18:24:57
180,1,20.0,23116015602345,2014-11-26 18:24:58
181,1,20.0,23116015642345,2014-11-26 18:24:59
182,1,20.0,23116015662345,2014-11-26 18:25:00
183,1,20.0,23116015842345,2014-11-26 18:25:03
184,1,0.0,23116015862345,2015-03-12 21:07:05
185,1,0.0,23116015942345,2015-02-23 12:23:25
186,1,1.0,23116015982345,2015-03-27 12:31:06
187,1,20.0,23116016102345,2015-03-17 13:04:05
188,1,20.0,23116016202345,2014-11-26 18:25:07
189,1,20.0,23116016302345,2014-11-26 18:25:06
190,1,20.0,23116016422345,2014-11-26 18:25:07
191,1,20.0,23116016482345,2014-11-26 20:41:38
192,1,20.0,23116016562345,2014-11-26 18:25:20
193,1,20.0,23116016582345,2014-11-26 18:25:08
194,1,0.0,23116016902345,2014-07-01 11:50:10
195,1,20.0,23116016982345,2014-11-26 18:25:08
196,1,20.0,23116017102345,2014-11-26 18:25:10
197,1,20.0,23116017142345,2014-11-26 15:57:29
198,1,0.0,23116017182345,2015-02-17 11:25:52
199,1,20.0,23116017202345,2014-11-26 18:25:09
200,1,20.0,23116017362345,2014-11-26 18:25:10
201,1,0.0,23116017622345,2015-02-08 11:46:47
202,1,0.0,23116017702345,2015-03-26 22:13:25
203,1,0.0,23116017762345,2015-03-16 02:29:19
204,1,20.0,23116017782345,2014-11-26 18:25:13
205,1,0.0,23116017862345,2015-03-07 13:40:01
206,1,20.0,23116018042345,2014-11-26 18:31:21
207,1,20.0,23116018122345,2014-11-26 19:14:51
208,1,20.0,23116018182345,2014-11-26 18:29:33
209,1,0.0,23116018222345,2015-03-18 15:44:39
210,1,20.0,23116018242345,2014-11-26 18:25:15
211,1,20.0,23116018282345,2014-11-26 18:49:59
212,1,0.0,23116018302345,2014-11-30 12:36:01
213,1,20.0,23116018342345,2014-11-26 19:28:27
214,1,0.0,23116018382345,2015-03-06 18:02:02
215,1,60.0,23116018462345,2014-11-27 13:19:39
216,1,0.0,23116018482345,2014-12-27 21:47:34
217,1,1.0,23116018582345,2015-03-24 21:05:11
218,1,20.0,23116018622345,2014-11-26 18:25:17
219,1,20.0,23116018662345,2014-11-26 16:20:38
220,1,0.8,23116018702345,2015-03-07 14:13:14
221,1,0.0,23116018882345,2015-02-23 19:45:51
222,1,20.0,23116018922345,2014-11-27 14:25:46
223,1,20.0,23116019042345,2014-11-26 18:25:19
224,1,20.0,23116019102345,2014-11-26 18:25:19
225,1,0.0,23116019162345,2014-12-28 12:16:29
226,1,1.0,23116019382345,2015-03-14 11:36:08
227,1,20.0,23116019482345,2014-11-26 18:25:20
228,1,60.0,23116019542345,2014-11-27 13:38:31
229,1,0.0,23116019562345,2015-03-04 13:32:06
230,1,0.0,23116019582345,2015-03-06 20:33:03
231,1,0.0,23116019682345,2015-02-21 17:33:22
232,1,20.0,23116019702345,2014-11-26 18:25:21
233,1,0.0,23116019742345,2015-01-18 11:34:23
234,1,20.0,23116019762345,2014-11-26 18:25:21
235,1,20.0,23116019922345,2014-11-26 18:25:22
236,1,0.0,23116020042345,2015-01-12 14:14:55
237,1,40.0,23116020122345,2014-11-27 14:14:26
238,1,0.0,23116020142345,2014-11-10 19:22:38
239,1,20.0,23116020402345,2014-11-26 18:25:23
240,1,20.0,23116020442345,2015-02-26 21:50:01
241,1,20.0,23116020542345,2014-11-26 16:48:26
242,1,0.0,23116020562345,2015-03-17 16:33:06
243,1,0.0,23116020782345,2014-12-01 09:24:20
244,1,0.0,23116020842345,2014-12-19 13:57:16
245,1,0.0,23116020922345,2014-08-20 10:56:02
246,1,20.0,23116020942345,2014-11-26 16:48:48
247,1,0.0,23116020982345,2014-12-16 15:13:22
248,1,20.0,23116021002345,2014-11-26 18:25:26
249,1,0.0,23116021442345,2015-03-01 11:07:54
250,1,20.0,23116021482345,2014-11-26 19:24:27
251,1,20.0,23116021642345,2014-11-26 18:25:28
252,1,0.0,23116021782345,2014-12-26 13:05:44
253,1,20.0,23116021862345,2014-11-26 18:25:29
254,1,0.0,23116021902345,2014-12-13 18:29:51
255,1,20.0,23116022022345,2014-11-26 18:29:07
256,1,20.0,23116022382345,2014-11-26 14:56:45
257,1,0.0,23116022442345,2014-07-03 16:21:12
258,1,0.0,23116022642345,2014-10-14 20:12:10
259,1,0.0,23116022682345,2015-03-05 17:03:06
260,1,20.0,23116022862345,2014-11-26 18:25:31
261,1,0.0,23116022922345,2014-12-23 15:52:58
262,1,20.0,23116022942345,2014-11-26 18:25:31
263,1,20.0,23116023002345,2014-11-26 18:25:31
264,1,20.0,23116023042345,2014-11-26 18:25:37
265,1,20.0,23116023102345,2014-11-26 18:25:32
266,1,20.0,23116023142345,2014-11-26 18:25:33
267,1,0.0,23116023342345,2015-03-20 13:31:02
268,1,0.0,23116023402345,2014-12-22 21:16:16
269,1,20.0,23116023422345,2014-11-26 18:28:52
270,1,0.0,23116023522345,2015-02-12 11:23:06
271,1,0.0,23116023702345,2014-07-13 23:34:06
272,1,20.0,23116023762345,2014-11-26 18:25:35
273,1,0.0,23116023862345,2014-12-18 17:35:10
274,1,20.0,23116023882345,2014-11-26 18:25:36
275,1,20.0,23116023902345,2014-11-26 15:34:43
276,1,0.0,23116023962345,2014-12-05 20:00:27
277,1,0.0,23116024002345,2014-12-31 14:42:13
278,1,0.0,23116024042345,2014-09-19 13:26:17
279,1,0.0,23116024062345,2015-02-21 22:39:38
280,1,20.0,23116024082345,2014-11-26 18:25:37
281,1,20.0,23116024122345,2014-11-26 18:28:49
282,1,20.0,23116024142345,2014-11-26 18:30:18
283,1,0.0,23116024202345,2015-03-09 13:01:07
284,1,20.0,23116024382345,2014-11-26 18:25:36
285,1,0.0,23116024402345,2014-08-15 15:14:14
286,1,20.0,23116024502345,2014-11-26 18:25:37
287,1,20.0,23116024622345,2014-11-26 18:25:39
288,1,20.0,23116024722345,2014-11-26 18:25:38
289,1,20.0,23116024802345,2014-11-26 18:25:39
290,1,20.0,23116024822345,2014-11-26 18:25:38
291,1,20.0,23116024862345,2014-11-26 18:25:39
292,1,0.0,23116024962345,2014-12-29 10:07:36
293,1,0.0,23116024982345,2015-03-03 12:01:02
294,1,0.0,23116025042345,2014-12-15 17:50:11
295,1,0.0,23116025182345,2014-12-30 15:38:51
296,1,0.0,23116025322345,2015-03-04 16:32:09
297,1,0.0,23116025362345,2014-12-05 11:10:10
298,1,20.0,23116025462345,2014-11-26 18:29:08
299,1,20.0,23116025562345,2014-11-26 18:29:06
300,1,20.0,23116025602345,2014-11-26 18:28:55
301,1,20.0,23116025662345,2014-11-26 18:28:50
302,1,20.0,23116025702345,2014-11-26 18:29:02
303,1,20.0,23116025742345,2014-11-26 18:29:03
304,1,0.0,23116025782345,2015-01-09 22:08:40
305,1,20.0,23116025822345,2014-11-26 18:28:51
306,1,0.0,23116025842345,2015-02-23 16:30:53
307,1,20.0,23116025882345,2014-11-26 18:39:37
308,1,20.0,23116026002345,2014-11-26 19:29:12
309,1,0.0,23116026042345,2014-12-03 17:48:04
310,1,20.0,23116026102345,2014-11-26 18:28:52
311,1,20.0,23116026122345,2014-11-26 18:34:40
312,1,20.0,23116026142345,2014-11-26 19:17:38
313,1,20.0,23116026182345,2014-11-26 18:28:51
314,1,20.0,23116026202345,2014-11-26 18:28:51
315,1,20.0,23116026242345,2014-11-26 18:28:55
316,1,20.0,23116026522345,2014-11-26 18:28:53
317,1,0.0,23116026582345,2015-03-06 22:36:33
318,1,0.0,23116026602345,2015-01-24 16:51:16
319,1,20.0,23116026642345,2014-11-26 18:28:56
320,1,20.0,23116026682345,2014-11-26 18:28:54
321,1,20.0,23116026722345,2014-11-26 18:29:19
322,1,20.0,23116026942345,2014-11-26 18:37:38
323,1,20.0,23116027082345,2014-11-26 18:29:02
324,1,20.0,23116027182345,2014-11-26 18:29:00
325,1,0.0,23116027222345,2015-02-16 19:20:41
326,1,20.0,23116027322345,2014-11-26 16:55:34
327,1,20.0,23116027362345,2014-11-26 18:29:01
328,1,0.0,23116027402345,2014-07-08 01:41:02
329,1,0.0,23116027422345,2014-12-25 14:07:27
330,1,20.0,23116027462345,2014-11-26 18:29:03
331,1,0.0,23116027542345,2015-02-26 16:54:00
332,1,20.0,23116027662345,2014-11-26 18:29:04
333,1,20.0,23116027742345,2014-11-26 17:21:36
334,1,0.0,23116027762345,2015-02-28 14:40:24
335,1,20.0,23116027802345,2014-11-26 17:43:44
336,1,20.0,23116027822345,2014-11-26 18:29:05
337,1,0.0,23116027982345,2015-03-07 08:43:02
338,1,20.0,23116028002345,2014-11-26 18:29:05
339,1,0.0,23116028042345,2014-11-24 15:46:15
340,1,0.0,23116028062345,2014-09-17 13:02:25
341,1,20.0,23116028162345,2014-11-26 18:29:19
342,1,20.0,23116028342345,2014-11-26 19:49:44
343,1,0.0,23116028362345,2015-02-26 22:22:17
344,1,20.0,23116028642345,2014-11-26 18:29:12
345,1,20.0,23116028682345,2014-11-26 18:29:16
346,1,20.0,23116028702345,2014-11-26 18:29:17
347,1,20.0,23116028742345,2014-11-26 15:54:43
348,1,20.0,23116028762345,2014-11-26 18:29:13
349,1,20.0,23116028782345,2014-11-26 18:29:18
350,1,1.0,23116028922345,2015-03-14 17:31:04
351,1,0.0,23116029022345,2014-11-26 17:46:56
352,1,20.0,23116029122345,2014-11-26 18:29:21
353,1,20.0,23116029142345,2014-11-27 13:25:06
354,1,20.0,23116029282345,2014-11-26 18:29:20
355,1,20.0,23116029302345,2014-11-26 18:29:46
356,1,20.0,23116029342345,2014-11-26 18:29:29
357,1,20.0,23116029422345,2014-11-26 18:29:23
358,1,20.0,23116029442345,2014-11-26 18:29:21
359,1,20.0,23116029482345,2014-11-26 18:19:23
360,1,20.0,23116029582345,2014-11-26 19:27:34
361,1,20.0,23116029602345,2014-11-26 18:29:22
362,1,20.0,23116029622345,2014-11-26 16:26:09
363,1,20.0,23116029782345,2014-11-26 18:29:23
364,1,20.0,23116029822345,2014-11-26 18:29:47
365,1,40.0,23116029862345,2014-11-26 19:55:02
366,1,20.0,23116029882345,2014-11-26 18:29:24
367,1,0.0,23116030002345,2015-03-19 08:30:02
368,1,20.0,23116030062345,2014-11-26 18:29:31
369,1,0.0,23116030082345,2015-03-09 11:09:07
370,1,0.0,23116030202345,2014-08-29 08:53:32
371,1,0.0,23116030222345,2015-01-05 12:14:01
372,2,0.0,23116030222345,2015-01-05 12:23:36
373,1,20.0,23116030342345,2014-11-26 17:33:05
374,1,20.0,23116030402345,2014-11-26 18:29:30
375,1,20.0,23116030422345,2014-11-26 18:29:29
376,1,0.0,23116030562345,2015-03-13 20:03:07
377,1,20.0,23116030582345,2014-11-26 18:29:30
378,1,20.0,23116030642345,2014-11-26 18:32:27
379,1,20.0,23116030682345,2014-11-26 18:29:30
380,1,20.0,23116030942345,2014-11-26 16:39:49
381,1,0.0,23116031082345,2014-12-18 12:11:49
382,1,20.0,23116031162345,2014-11-26 18:29:40
383,1,20.0,23116031202345,2014-11-26 18:36:57
384,1,85.75,23116031242345,2015-01-29 12:54:35
385,1,20.0,23116031462345,2014-11-26 17:47:57
386,1,20.0,23116031502345,2014-11-26 18:29:33
387,1,0.0,23116031582345,2015-03-05 19:07:03
388,1,20.0,23116031602345,2014-11-26 18:29:35
389,1,20.0,23116031662345,2014-11-26 16:45:00
390,1,20.0,23116031702345,2014-11-26 18:29:34
391,1,0.0,23116031722345,2015-01-07 19:43:44
392,1,20.0,23116031782345,2014-11-26 17:20:18
393,1,0.0,23116031862345,2015-03-13 15:34:04
394,1,20.0,23116032022345,2014-11-26 15:16:07
395,1,20.0,23116032082345,2014-11-26 18:29:40
396,1,20.0,23116032122345,2014-11-26 18:29:39
397,1,20.0,23116032262345,2014-11-26 15:34:57
398,1,20.0,23116032422345,2014-11-26 18:29:41
399,1,0.0,23116032462345,2014-10-29 20:42:32
400,1,20.0,23116032622345,2014-11-26 18:29:49
401,1,20.0,23116032662345,2014-11-26 19:28:24
402,1,20.0,23116032722345,2014-11-26 18:29:45
403,1,4.0,23116032862345,2015-03-21 11:36:07
404,1,20.0,23116032922345,2014-11-26 19:26:50
405,1,20.0,23116032962345,2014-11-26 18:29:46
406,1,0.0,23116033182345,2015-02-21 12:48:52
407,1,20.0,23116033262345,2014-11-26 18:29:48
408,1,20.0,23116033302345,2014-11-26 18:29:49
409,1,20.0,23116033322345,2014-11-26 18:30:07
410,1,0.0,23116033382345,2014-07-16 19:58:19
411,1,0.0,23116033422345,2015-01-29 10:53:49
412,1,3.85,23116033442345,2014-12-03 19:47:33
413,1,20.0,23116033542345,2014-11-26 18:29:50
414,1,0.0,23116033642345,2015-02-07 19:11:26
415,1,0.0,23116033742345,2014-11-10 14:34:10
416,1,0.0,23116033782345,2015-03-19 14:38:18
417,2,792.0,23116033782345,2015-03-21 23:16:53
418,1,20.0,23116033822345,2014-11-26 18:29:54
419,1,20.0,23116033842345,2014-11-26 18:29:53
420,1,20.0,23116033942345,2014-11-26 18:30:20
421,1,20.0,23116033962345,2014-11-26 18:32:30
422,1,0.0,23116034002345,2014-12-13 10:58:20
423,1,20.0,23116034022345,2014-11-26 18:30:02
424,1,20.0,23116034042345,2014-11-26 18:29:55
425,1,20.0,23116034182345,2014-11-26 18:32:21
426,1,0.0,23116034222345,2014-11-24 20:46:21
427,1,0.0,23116034262345,2014-07-06 17:41:05
428,1,1.0,23116034282345,2015-03-24 20:39:11
429,1,20.0,23116034422345,2014-11-26 18:29:58
430,1,20.0,23116034482345,2014-11-26 18:29:56
431,1,20.0,23116034562345,2014-11-26 19:10:39
432,1,20.0,23116034582345,2014-11-26 18:30:02
433,1,20.0,23116034602345,2014-11-26 18:29:57
434,1,0.0,23116034622345,2014-11-10 15:44:47
435,1,0.0,23116034642345,2014-09-13 11:00:19
436,1,20.0,23116034682345,2014-11-26 18:29:56
437,1,20.0,23116034762345,2014-11-26 18:30:01
438,1,20.0,23116034782345,2015-03-21 14:33:06
439,1,20.0,23116035022345,2014-11-26 18:29:58
440,1,0.0,23116035082345,2014-12-02 13:57:48
441,1,20.0,23116035122345,2014-11-26 18:30:01
442,1,0.0,23116035162345,2015-02-26 13:34:04
443,1,20.0,23116035362345,2014-11-26 18:30:03
444,1,20.0,23116035402345,2014-11-26 18:30:03
445,1,0.0,23116035482345,2014-12-24 17:10:51
446,1,20.0,23116035542345,2014-11-26 18:30:04
447,1,20.0,23116035582345,2014-11-26 18:30:07
448,1,20.0,23116035622345,2014-11-26 16:54:47
449,1,20.0,23116035642345,2014-11-26 18:30:09
450,1,20.0,23116035682345,2014-11-26 18:30:06
451,1,0.0,23116035702345,2015-03-23 22:20:18
452,1,20.0,23116035722345,2014-11-26 18:30:05
453,1,0.0,23116035742345,2015-01-12 17:20:44
454,1,20.0,23116035902345,2014-11-26 18:30:04
455,1,20.0,23116035922345,2014-11-26 18:37:21
456,1,0.0,23116036022345,2015-03-11 19:31:08
457,1,20.0,23116036042345,2014-11-26 18:30:09
458,1,20.0,23116036262345,2014-12-10 23:05:02
459,2,0.0,23116036282345,2015-01-16 10:34:21
460,1,20.0,23116036402345,2014-11-26 18:30:10
461,1,20.0,23116036502345,2014-11-26 18:30:13
462,1,2.0,23116036562345,2015-03-24 12:01:11
463,1,20.0,23116036582345,2014-11-26 18:54:58
464,1,20.0,23116036622345,2014-11-26 18:38:00
465,1,20.0,23116036702345,2014-11-26 18:30:10
466,1,20.0,23116036782345,2014-11-26 18:30:20
467,1,20.0,23116036802345,2015-01-21 13:32:36
468,1,20.0,23116036882345,2014-11-26 18:30:13
469,1,20.0,23116036942345,2014-11-26 18:30:12
470,1,20.0,23116036962345,2014-11-26 18:46:13
471,1,20.0,23116036982345,2014-11-26 18:30:17
472,1,20.0,23116037002345,2014-11-26 18:30:11
473,1,20.0,23116037102345,2014-11-26 18:30:12
474,1,0.0,23116037222345,2014-12-09 23:20:08
475,1,20.0,23116037262345,2014-11-26 18:30:17
476,1,20.0,23116037302345,2014-11-26 18:30:18
477,1,0.0,23116037562345,2014-07-30 11:35:12
478,1,20.0,23116037682345,2014-11-26 16:31:22
479,1,20.0,23116037722345,2015-03-02 23:58:01
480,1,0.0,23116037742345,2014-09-15 17:57:45
481,1,20.0,23116037802345,2014-11-26 18:30:19
482,1,0.0,23116037922345,2015-03-13 07:14:14
483,1,20.0,23116037962345,2014-11-26 18:11:07
484,1,20.0,23116038042345,2014-11-26 18:31:28
485,1,20.0,23116038082345,2014-11-26 18:30:24
486,1,0.0,23116038202345,2015-03-16 10:47:24
487,1,20.0,23116038222345,2014-11-26 18:30:28
488,1,20.0,23116038262345,2014-11-26 18:30:20
489,1,20.0,23116038342345,2014-11-26 18:30:21
490,1,20.0,23116038422345,2014-11-26 18:30:22
491,1,20.0,23116038482345,2014-11-26 18:30:22
492,1,20.0,23116038522345,2014-11-26 18:30:23
493,1,20.0,23116038542345,2014-11-26 18:30:23
494,1,20.0,23116038882345,2014-11-26 18:30:22
495,1,20.0,23116038942345,2014-11-26 18:30:23
496,1,20.0,23116038962345,2014-11-26 18:30:25
497,1,0.0,23116039222345,2014-12-11 20:59:32
498,1,20.0,23116039242345,2014-11-26 18:30:26
499,1,0.0,23116039342345,2015-01-12 14:11:45
500,1,20.0,23116039402345,2014-11-26 18:30:27
501,1,0.0,23116039442345,2015-03-09 22:31:03
502,1,20.0,23116039462345,2014-11-26 18:30:32
503,1,20.0,23116039522345,2014-11-26 18:30:26
504,1,20.0,23116039622345,2014-11-26 18:31:59
505,1,20.0,23116039662345,2014-11-26 18:30:27
506,1,0.0,23116039742345,2015-03-04 13:23:48
507,1,20.0,23116039782345,2014-11-26 18:30:35
508,1,20.0,23116039802345,2014-11-26 20:09:14
509,1,20.0,23116039822345,2014-11-26 14:21:38
510,1,0.0,23116039942345,2015-01-05 20:19:28
511,1,20.0,23116039962345,2014-11-26 17:26:34
512,1,20.0,23116040002345,2014-11-26 18:30:28
513,1,20.0,23116040142345,2014-11-26 14:42:55
514,1,20.0,23116040162345,2014-11-26 18:30:28
515,1,20.0,23116040182345,2014-11-26 18:30:29
